"Laboratory Name","Lab Id","User Name",Mobile,Email,State,District,Disciplines,"Certificate No","Date of Issue","Date of Expiry",Address,"Pin Code"
"GOVERNMENT PRIMARY HEALTH CENTRE - GENGAVARAM
",M(EL)T-02421,NABLBCL005695,9566159902,balasri.biochemistry@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02074,"2023-10-31 00:00:00","26-10-31 00:00:00","Gingee Block, Villupuram District, Tamil Nadu - 604151, India
",604151
"GOVERNMENT PRIMARY HEALTH CENTRE - OTTAMPATTU 
",M(EL)T-02415,NABLBCL005769,7358133936,phcottampattu@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02075,"2023-10-31 00:00:00","26-10-31 00:00:00","Gingee Block, Villupuram District, Tamil Nadu - 604205, India",604205
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - G ARIYUR

",M(EL)T-02416,NABLBCL005391,9043414250,varokiaalbert@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02076,"2023-10-31 00:00:00","26-10-31 00:00:00","G.Ariyur Block, Kallakurichi District, Tamil Nadu - 605751, India


",605751
"GOVERNMENT PRIMARY HEALTH CENTRE - SATHANUR
",M(EL)T-01290,NABLBCL004159,9442189731,vidhya10sivakumar@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02077,"2023-10-31 00:00:00","26-10-31 00:00:00","Mannargudi Block, Thiruvarur District, Tamil Nadu - 614101, India
",614101
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - MADASAMY KOVIL
",M(EL)T-02734,NABLBCL004194,9597894061,urbanphc2rjpm@gmail.com,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-02078,"2023-10-31 00:00:00","26-10-31 00:00:00","Rajapalayam Block, Virudhunagar District, Tamil Nadu - 626117, India
",626117
"GOVERNMENT PRIMARY HEALTH CENTRE - KARADIMADAI
",M(EL)T-02019,NABLBCL006383,9994132634,karadimadaiphc2015@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-02079,"2023-10-31 00:00:00","26-10-31 00:00:00","Thondamuthur Block, Coimbatore District, Tamil Nadu - 641101, India
",641101
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - MM HOME
",M(EL)T-01989,NABLBCL006407,9787888527,mmhomeuphc@gmail.com,"Tamil Nadu",COIMBATORE,"Clinical Biochemistry",NABL-M(EL)T-02080,"2023-10-31 00:00:00","26-10-31 00:00:00","Coimbatore Corporation, Coimbatore District, Tamil Nadu - 641011, India
",641043
"GOVERNMENT PRIMARY HEALTH CENTRE - KORUKKAI
",M(EL)T-01349,NABLBCL004155,8608067611,phckorukkai@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02081,"2023-10-31 00:00:00","26-10-31 00:00:00","Thiruthuraipoondi Block, Thiruvarur District, Tamil Nadu - 614714, India
",614711
"GOVERNMENT PRIMARY HEALTH CENTRE - SENTHANADU
",M(EL)T-02441,NABLBCL005508,9944884049,amalasalomon24@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02082,"2023-10-31 00:00:00","26-10-31 00:00:00","Thirunavalur Block, Kallakurichi District, Tamil Nadu - 607204, India",607204
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - THIRUNAVALUR 
",M(EL)T-02444,NABLBCL005343,8682898794,kkr-navalur.tnphc@nic.in,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02083,"2023-10-31 00:00:00","26-10-31 00:00:00","Thirunavalur Block, Kallakurichi District, Tamil Nadu - 607204, India",607204
"GOVERNMENT PRIMARY HEALTH CENTRE - UDDANAPALLI
",M(EL)T-02709,NABLBCL004336,6383628994,sathyaspgm124@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02084,"2023-10-31 00:00:00","26-10-31 00:00:00","Shoolagiri Block, Krishnagiri District, Tamil Nadu - 635119, India
",635119
"GOVERNMENT PRIMARY HEALTH CENTRE- NALLANPILLAIPETRAL
",M(EL)T-02462,NABLBCL005672,9382145245,nppetral.phc@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02085,"2023-10-31 00:00:00","26-10-31 00:00:00","Gingee Block, Villupuram District, Tamil Nadu - 604152, India
",604152
"GOVERNMENT PRIMARY HEALTH CENTRE - THALIKOTTAI
",M(EL)T-01247,NABLBCL005293,6382822086,thalikottailab@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02086,"2023-10-31 00:00:00","26-10-31 00:00:00","Needamangalam Block, Thiruvarur District, Tamil Nadu - 614018, India
",614018
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - BARUR
",M(EL)T-02726,NABLBCL004662,9943747041,sathyamahi1912@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02087,"2023-10-31 00:00:00","26-10-31 00:00:00","Barur Block, Krishnagiri District, Tamil Nadu - 635201, India
",635201
"GOVERNMENT PRIMARY HEALTH CENTRE - VANAPURAM 
",M(EL)T-02579,NABLBCL005547,9788216716,vanapuramphc384@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02088,"2023-10-31 00:00:00","26-10-31 00:00:00","Rishivandhiyam  Block, Kallakurichi District, Tamil Nadu - 605801, India",605801
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - RISHIVANDHIYAM
",M(EL)T-02480,NABLBCL005346,9943902738,kkr-rvandiyam.tnphc@nic.in,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02089,"2023-10-31 00:00:00","26-10-31 00:00:00","Rishivandhiyam Block, Kallakurichi District, Tamil Nadu - 606205, India
",606205
"GOVERNMENT PRIMARY HEALTH CENTRE - ANANTHAPURAM 
",M(EL)T-02565,NABLBCL005764,7358139248,phcananthapuram@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02090,"2023-10-31 00:00:00","26-10-31 00:00:00","Gingee Block, Villupuram District, Tamil Nadu - 605204, India",605201
"GOVERNMENT PRIMARY HEALTH CENTRE - VILANDHAI 
",M(EL)T-02578,NABLBCL005833,9043414250,varokiaalbert@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02091,"2023-10-31 00:00:00","26-10-31 00:00:00","G. Ariyur Block, Kallakurichi District, Tamil Nadu - 605756, India",605754
"GOVERNMENT PRIMARY HEALTH CENTRE - ARIYANKOTTAI
",M(EL)T-01915,NABLBCL006641,8124284712,moariyankottaipkd@yahoo.com,"Tamil Nadu",RAMANATHAPURAM,"Clinical Biochemistry",NABL-M(EL)T-02092,"2023-10-31 00:00:00","26-10-31 00:00:00","Nainorkoil Block, Ramanathapuram District, Tamil Nadu - 623525, India
",623525
"GOVERNMENT PRIMARY HEALTH CENTRE - THIRUKOVILUR
",M(EL)T-02615,NABLBCL005829,9629607406,varokiaalbert@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02093,"2023-10-31 00:00:00","26-10-31 00:00:00","G.Ariyur Block, Kallakurichi District, Tamil Nadu - 605757, India

",605757
"GOVERNMENT PRIMARY HEALTH CENTRE - THANIYAMANGALAM
",M(EL)T-02422,NABLBCL004074,9786837298,serinaauxi@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-02094,"2023-10-31 00:00:00","26-10-31 00:00:00","Melur Block, Madurai District, Tamil Nadu - 625109, India
",625109
"GOVERNMENT PRIMARY HEALTH CENTRE - ARAMPOONDI 
",M(EL)T-01655,NABLBCL005663,9095242617,thenmozhi.n05@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02095,"2023-10-31 00:00:00","26-10-31 00:00:00","Kariyalur Block, Kallakurichi District, Tamil Nadu - 606209, India

",606209
"GOVERNMENT PRIMARY HEALTH CENTRE - MOONGILTHURAIPATTU
",M(EL)T-01592,NABLBCL006163,6382777701,mtpphc@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02096,"2023-10-31 00:00:00","26-10-31 00:00:00","Pudupettai Block, Kallakurichi District, Tamil Nadu - 605702, India

",605702
"GOVERNMENT PRIMARY HEALTH CENTRE - MANALOURPETTAI 
",M(EL)T-02622,NABLBCL005652,8012982539,manalurpet335@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02097,"2023-10-31 00:00:00","26-10-31 00:00:00","Rishivandhiyam Block, Kallakurichi District, Tamil Nadu - 605754, India",605754
"GOVERNMENT PRIMARY HEALTH CENTRE - SOZHAMPATTU 
",M(EL)T-01201,NABLBCL006104,9976973122,solampattu.cug@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02098,"2023-10-31 00:00:00","26-10-31 00:00:00","Pudhupettai Block, Kallakurichi District, Tamil Nadu - 606208, India",606208
"GOVERNMENT PRIMARY HEALTH CENTRE - T KUNNATHUR
",M(EL)T-02617,NABLBCL006868,9710579717,ibu.sharmila@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02099,"2023-10-31 00:00:00","26-10-31 00:00:00","G.Ariyur Block, Kallakurichi District, Tamil Nadu - 605803, India
",606202
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - KALLAKURICHI 
",M(EL)T-02632,NABLBCL005120,8610380393,uphckkr21@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02100,"2023-10-31 00:00:00","26-10-31 00:00:00","Melur Block, Kallakurichi District, Tamil Nadu - 606202, India
",606202
"GOVERNMENT PRIMARY HEALTH CENTRE - ALATHUR 
",M(EL)T-02634,NABLBCL005322,7358139337,alathurphckki@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02101,"2023-10-31 00:00:00","26-10-31 00:00:00","Melur Block, Kallakurichi District, Tamil Nadu - 606208, India",606208
"GOVERNMENT PRIMARY HEALTH CENTRE - VIZHAPALLAM
",M(EL)T-02612,NABLBCL006362,9500887194,phcvizhapallam@gmail.com,"Tamil Nadu",Ariyalur,"Clinical Biochemistry",NABL-M(EL)T-02102,"2023-10-31 00:00:00","26-10-31 00:00:00","Meensurity Block, Ariyalur District, Tamil Nadu - 621803, India
",621803
"GOVERNMENT PRIMARY HEALTH CENTRE - OLAPALAYAM
",M(EL)T-02004,NABLBCL005192,8680820318,olapalayamphc@gmail.com,"Tamil Nadu",KARUR,"Clinical Biochemistry",NABL-M(EL)T-02103,"2023-10-31 00:00:00","26-10-31 00:00:00","Vangal Block, Karur District, Tamil Nadu - 639136, India
",639136
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - THOOKKANAICKENPALAYAM
",M(EL)T-02753,NABLBCL004087,9865064696,erd-tnpalayam.tnphc@nic.in,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02104,"2023-10-31 00:00:00","26-10-31 00:00:00","Thookanaickenpalayam, Erode District, Tamil Nadu - 638506, India
",638506
"GOVERNMENT PRIMARY HEALTH CENTRE - KALIYAKKAVILAI
",M(EL)T-01377,NABLBCL005002,7708938674,uphvkaliya@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-02105,"2023-10-31 00:00:00","26-10-31 00:00:00","Melpuram Block, Kanniyakumari District, Tamil Nadu - 629153, India
",629163
"GOVERNMENT PRIMARY HEALTH CENTRE - BELLAMPALLI
",M(EL)T-02751,NABLBCL004727,9626903489,skvenkatkavi@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02106,"2023-10-31 00:00:00","26-10-31 00:00:00","Krishnagiri Block, Krishnagiri District, Tamil Nadu - 635116, India
",635116
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - MEKALACHINNAMPALLI
",M(EL)T-02765,NABLBCL004856,9865297525,ictcmcpalli2023@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02107,"2023-10-31 00:00:00","26-10-31 00:00:00","Krishnagiri Block, Krishnagiri District, Tamil Nadu  - 635120, India
",635120
"GOVERNMENT PRIMARY HEALTH CENTRE - KONERIPATTI
",M(EL)T-02167,NABLBCL004893,9486010273,slm.koneripatti.tnphc@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-02108,"2023-10-31 00:00:00","26-10-31 00:00:00","Edapadi Block, Salem District, Tamil Nadu - 637107, India
",637107
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - ALANGUDI
",M(EL)T-01387,NABLBCL003957,9442329497,phclabalangudi@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02109,"2023-10-31 00:00:00","26-10-31 00:00:00","Valangaiman Block, Thiruvarur District, Tamil Nadu - 612801, India
",612801
"GOVERNMENT PRIMARY HEALTH CENTRE - HARITHUVARAMANAGALAM
",M(EL)T-01067,NABLBCL004078,6374885644,phchariduwaramangalam@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02110,"2023-10-31 00:00:00","26-10-31 00:00:00","Valangaiman Block, Thiruvarur District, Tamil Nadu - 612802, India
",612802
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - GUGAI
",M(EL)T-02336,NABLBCL006802,8248803268,cpmugugaiuphc@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-02111,"2023-10-31 00:00:00","26-10-31 00:00:00","Salem Corporation, Salem District, Tamil Nadu - 636006, India
",636006
"GOVERNMENT PRIMARY HEALTH CENTRE - GOPALPATTI
",M(EL)T-01501,NABLBCL006128,9159979372,AMBIKA84DGL@GMAIL.COM,"Tamil Nadu",DINDIGUL,"Medical Microbiology And Immunology",NABL-M(EL)T-02112,"2023-10-31 00:00:00","26-10-31 00:00:00","Sanarpatti Block, Dindigul District, Tamil Nadu - 624308, India
",624308
"GOVERNMENT PRIMARY HEALTH CENTRE - SURAIKAYUR
",M(EL)T-01340,NABLBCL003948,9710413643,suraikayurphc@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02113,"2023-10-31 00:00:00","26-10-31 00:00:00","Kudavasal Block, Thiruvarur District, Tamil Nadu - 612203, India
",612203
"GOVERNMENT PRIMARY HEALTH CENTRE - VADAPUDUPATTI

",M(EL)T-02452,NABLBCL004755,9487719834,vadapudupattyphclab@gmail.com,"Tamil Nadu",THENI,"Clinical Biochemistry",NABL-M(EL)T-02114,"2023-10-31 00:00:00","26-10-31 00:00:00","Devadhanapatti Block, Theni District, Tamil Nadu - 625501, India
",625501
"GOVERNMENT PRIMARY HEALTH CENTRE - INDUR
",M(EL)T-01213,NABLBCL004139,6369507791,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-02115,"2023-10-31 00:00:00","26-10-31 00:00:00","Nallampalli Block, Dharmapuri District, Tamil Nadu - 636803, India
",636803
" GOVERNMENT PRIMARY HEALTH CENTRE - VETTIYARVETTU
",M(EL)T-02560,NABLBCL005691,9159287567,phcvvettu@gmail.com,"Tamil Nadu",Ariyalur,"Clinical Biochemistry",NABL-M(EL)T-02116,"2023-10-31 00:00:00","26-10-31 00:00:00","Meensurity Block, Ariyalur District, Tamil Nadu - 621803, India
",621803
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - ODAIPATTI

",M(EL)T-02460,NABLBCL003710,8508156489,odaipattyphclab@gmail.com,"Tamil Nadu",THENI,"Clinical Biochemistry",NABL-M(EL)T-02117,"2023-10-31 00:00:00","26-10-31 00:00:00","Odaipptti Block, Theni District, Tamil Nadu - 625540, India
",625540
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - ALANGANALLUR 
",M(EL)T-00747,NABLBCL002521,7010719230,gphcalanganallur@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-02118,"2023-10-31 00:00:00","26-10-31 00:00:00","Alanganallur Block, Madurai District, Tamil Nadu - 625501, India
",625501
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - HANUMANTHAPURAM
",M(EL)T-01305,NABLBCL004864,9965223395,dphl.dharmapuri@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-02119,"2023-10-31 00:00:00","26-10-31 00:00:00","Karimangalam Block, Dharmapuri District, Tamil Nadu - 636808, India
",636808
"GOVERNMENT PRIMARY HEALTH CENTRE - VELLIMEDUPETTAI
",M(EL)T-01572,NABLBCL005434,9384692477,vellimedupettai16@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02120,"2023-10-31 00:00:00","26-10-31 00:00:00","Olakkur Block, Villupuram District, Tamil Nadu - 604207, India
",604207
"GOVERNMENT PRIMARY HEALTH CENTRE - OMANDHUR
",M(EL)T-02177,NABLBCL005679,9489392279,phcomandur@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02121,"2023-10-31 00:00:00","26-10-31 00:00:00","Marakkanam Block, Villupuram District, Tamil Nadu - 604154, India
",604102
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - VILLUPURAM
",M(EL)T-02282,NABLBCL005544,9047472337,Uphcmovpm@gmail.com,"Tamil Nadu",VILLUPURAM,"Clinical Biochemistry",NABL-M(EL)T-02122,"2023-10-31 00:00:00","26-10-31 00:00:00","Kandamanadi Block, Villupuram District, Tamil Nadu - 605602, India
","605 602"
"GOVERNMENT PRIMARY HEALTH CENTRE - BALATHOTTANAPALLI
",M(EL)T-02770,NABLBCL005565,9942268156,btpalli75@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02123,"2023-10-31 00:00:00","26-10-31 00:00:00","Thally Block, Krishnagiri District, Tamil Nadu - 635107, India
",635107
"GOVERNMENT PRIMARY HEALTH CENTRE - KAKKADASAM
",M(EL)T-02801,NABLBCL004618,9751984302,ltkavitha77@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02124,"2023-10-31 00:00:00","26-10-31 00:00:00","Thally Block, Krishnagiri District, Tamil Nadu - 635107, India
",635107
"GOVERNMENT PRIMARY HEALTH CENTRE - S MUTHUGANAPALLI
",M(EL)T-02781,NABLBCL002876,9944866604,ltgphcsmp23@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02125,"2023-10-31 00:00:00","26-10-31 00:00:00","Bagalur Block, Krishnagiri District, Tamil Nadu - 635110 India
",635110
"GOVERNMENT PRIMARY HEALTH CENTRE - MADHAGONDAPALLI
",M(EL)T-02789,NABLBCL003125,7358142784,mgpallitnphc.kgi@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02126,"2023-10-31 00:00:00","26-10-31 00:00:00","Thally Block, Krishnagiri District, Tamil Nadu - 635114, India
",635114
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - MATHIGIRI
",M(EL)T-02752,NABLBCL004351,9994065635,hosur2uphc@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02127,"2023-10-31 00:00:00","26-10-31 00:00:00","Bagalur Block, Krishnagiri District, Tamil Nadu - 635110, India
",635110
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - KRISHNAGIRI
",M(EL)T-02786,NABLBCL006987,9655999159,Duraiashwini2592@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02128,"2023-10-31 00:00:00","26-10-31 00:00:00","Krishnagiri Block, Krishnagiri District, Tamil Nadu - 635001, India
",635001
"GOVERNMENT PRIMARY HEALTH CENTRE - UVARI
",M(EL)T-02393,NABLBCL006823,9715342970,tnv-uvari.tnphc@nic.in,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-02129,"2023-10-31 00:00:00","26-10-31 00:00:00","Radhapuram Block, Tirunelveli District, Tamil Nadu - 627651, India
",627651
"GOVERNMENT PRIMARY HEALTH CENTRE - BENDRAHALLI
",M(EL)T-02802,NABLBCL004719,6383554669,sathyajeevan1985@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02130,"2023-10-31 00:00:00","26-10-31 00:00:00","Barur Block, Krishnagiri District, Tamil Nadu - 635201, India
",635201
"GOVERNMENT PRIMARY HEALTH CENTRE - KASIPALAYAM
",M(EL)T-02782,NABLBCL004180,9942720141,tnpkasipalayamphc@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02131,"2023-10-31 00:00:00","26-10-31 00:00:00","Thookanaickenpalayam, Erode District, Tamil Nadu - 638454, India
",638454
"GOVERNMENT PRIMARY HEALTH CENTRE - HONGALVADY
",M(EL)T-02794,NABLBCL004325,9688223336,hongalvadyphc2014@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02132,"2023-10-31 00:00:00","26-10-31 00:00:00","Thalavady Block, Erode District, Tamil Nadu - 638404, India
",638401
"GOVERNMENT PRIMARY HEALTH CENTRE - THIRUVIDACHERY
",M(EL)T-01298,NABLBCL004042,8883408361,thiruvidacheryphc@gmail.com,"Tamil Nadu",THIRUVARUR,"Clinical Biochemistry",NABL-M(EL)T-02133,"2023-10-31 00:00:00","26-10-31 00:00:00","Kudavasal Block, Thiruvarur District, Tamil Nadu - 610107, India
",610107
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KAZHUDUR
",M(EL)T-02769,NABLBCL005542,9894634504,kazhudhurphc@gmail.com,"Tamil Nadu",CUDDALORE,"Clinical Biochemistry",NABL-M(EL)T-02134,"2023-10-31 00:00:00","26-10-31 00:00:00","Mangalur  Block, Cuddalore District, Tamil Nadu - 606304, India
",606304
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KARMANGUDI
",M(EL)T-02772,NABLBCL005955,8508550963,phckarmangudi@gmail.com,"Tamil Nadu",CUDDALORE,"Clinical Biochemistry",NABL-M(EL)T-02135,"2023-10-31 00:00:00","26-10-31 00:00:00","Kammapuram  Block, Cuddalore District, Tamil Nadu - 606110, India
",606110
"GOVERNMENT PRIMARY HEALTH  CENTRE - BERIGAI
",M(EL)T-02777,NABLBCL004607,9566402681,berigaiphc23@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02136,"2023-10-31 00:00:00","26-10-31 00:00:00","Shoolagiri Block, Krishnagiri District, Tamil Nadu - 635105, India
",635105
"GOVERNMENT PRIMARY HEALTH CENTRE - PAINAPURAM
",M(EL)T-02797,NABLBCL004535,9787302924,painapuramphcofficial@gmail.com,"Tamil Nadu",ERODE,"Clinical Biochemistry",NABL-M(EL)T-02137,"2023-10-31 00:00:00","26-10-31 00:00:00","Thalavady Block, Erode District, Tamil Nadu - 638461, India
",638461
"GOVERNMENT PRIMARY HEALTH CENTRE - KAMANDODDI
",M(EL)T-02790,NABLBCL004906,9965834287,geethas855@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02138,"2023-10-31 00:00:00","26-10-31 00:00:00","Shoolagiri Block, Krishnagiri District, Tamil Nadu - 635109, India
",635109
"GOVERNMENT PRIMARY HEALTH CENTRE - THAYAMANGALAM
",M(EL)T-02796,NABLBCL005838,9786716790,rathisaselvam2020@gmail.com,"Tamil Nadu",SIVAGANGA,"Clinical Biochemistry",NABL-M(EL)T-02139,"2023-10-31 00:00:00","26-10-31 00:00:00","Ilayankudi Block, Sivagangai District, Tamil Nadu - 630702, India
",630709
"GOVERNMENT PRIMARY HEALTH CENTRE - M SUBBULAPURAM

",M(EL)T-02760,NABLBCL007077,6384820866,anjusbrintha@gmail.com,"Tamil Nadu",MADURAI,"Clinical Biochemistry",NABL-M(EL)T-02140,"2023-10-31 00:00:00","26-10-31 00:00:00","T.Kallupatti Block, Madurai District, Tamil Nadu - 625702, India

",625702
"GOVERNMENT BLOCK PRIMARY HEALTH CENTRE - KUNNUR
",M(EL)T-02754,NABLBCL004024,7010854566,ski-kunnur.tnphc@nic.in,"Tamil Nadu",VIRUDHUNAGAR,"Clinical Biochemistry",NABL-M(EL)T-02141,"2023-10-31 00:00:00","26-10-31 00:00:00","Watrap Block, Virudhunagar District, Tamil Nadu -626138, India
",626138
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - APPAUV NAGAR
",M(EL)T-02755,NABLBCL004865,7418745838,uphcapn@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02142,"2023-10-31 00:00:00","26-10-31 00:00:00","Bagalur Block, Krishnagiri District, Tamil Nadu - 635109, India",635109
"GOVERNMENT PRIMARY HEALTH CENTRE - KANNANDAHALLI
",M(EL)T-02779,NABLBCL004574,9715160765,manikandandmdk.1987@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02143,"2023-10-31 00:00:00","26-10-31 00:00:00","Mathur Block, Krishnagiri District, Tamil Nadu - 635203, India
",635203
"GOVERNMENT UPGRADED PRIMARY HEALTH CENTRE - THOZHUTHUR
",M(EL)T-02762,NABLBCL005325,9092900595,tholudurphc90@gmail.com,"Tamil Nadu",CUDDALORE,"Clinical Biochemistry",NABL-M(EL)T-02144,"2023-10-31 00:00:00","26-10-31 00:00:00","Mangalur  Block, Cuddalore District, Tamil Nadu - 606303, India
",91
"GOVERNMENT URBAN PRIMARY HEALTH CENTRE - MUTHUPATTINAM 
",M(EL)T-02798,NABLBCL005313,8072020379,Padmavathiashok82@gmail.com,"Tamil Nadu",SIVAGANGA,"Clinical Biochemistry",NABL-M(EL)T-02145,"2023-10-31 00:00:00","26-10-31 00:00:00","Sakkottai Block, Sivagangai District, Tamil Nadu - 630002, India
",630002
"GOVERNMENT PRIMARY HEALTH CENTRE - KAPPALVADI
",M(EL)T-02778,NABLBCL004459,8056429628,gsudhagsudha2@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02146,"2023-10-31 00:00:00","26-10-31 00:00:00","Bargur Block, Krishnagiri District, Tamil Nadu - 635104, India
",635104
"GOVERNMENT PRIMARY HEALTH CENTRE - KARAPATTU
",M(EL)T-02783,NABLBCL004960,7708575589,mokarapattuphc@gmail.com,"Tamil Nadu",KRISHNAGIRI,"Clinical Biochemistry",NABL-M(EL)T-02147,"2023-10-31 00:00:00","26-10-31 00:00:00","Uthangarai Block, Krishnagiri District, Tamil Nadu - 635207, India
",635207
"REDCLIFFE LIFETECH PRIVATE LIMITED",M(EL)T-01764,NABLBCL005572,8979891946,pradeep.chaudhary@redcliffelabs.com,"Uttar Pradesh",BAREILLY,"Clinical Biochemistry",NABL-M(EL)T-02148,"2023-10-31 23:18:22","26-10-31 23:18:22","House No. 2, Dazy House, Sarvodaya Nagar, BAREILLY, Uttar Pradesh 243001, India",243001
